log4j:ERROR Could not find value for key log4j.appender.DEBUG
log4j:ERROR Could not instantiate appender named "DEBUG".
log4j:ERROR Could not find value for key log4j.appender.INFO
log4j:ERROR Could not instantiate appender named "INFO".
log4j:ERROR Could not find value for key log4j.appender.console
log4j:ERROR Could not instantiate appender named "console".

[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 0) / 10]
[Stage 0:>                                                         (0 + 4) / 10]
[Stage 0:=====>                                                    (1 + 4) / 10]
[Stage 0:=======================>                                  (4 + 4) / 10]
[Stage 0:=============================>                            (5 + 4) / 10]
[Stage 0:==============================================>           (8 + 2) / 10]
[Stage 0:====================================================>     (9 + 1) / 10]
[Stage 1:>                                                         (0 + 4) / 10]
[Stage 1:=====>                                                    (1 + 4) / 10]
[Stage 1:=================>                                        (3 + 4) / 10]
[Stage 1:=======================>                                  (4 + 4) / 10]
[Stage 1:=============================>                            (5 + 4) / 10]
[Stage 1:========================================>                 (7 + 3) / 10]
[Stage 1:==============================================>           (8 + 2) / 10]
[Stage 1:====================================================>     (9 + 1) / 10]
[Stage 2:>                                                         (0 + 4) / 10]
[Stage 2:=====>                                                    (1 + 4) / 10]
[Stage 2:===========>                                              (2 + 4) / 10]
[Stage 2:=======================>                                  (4 + 4) / 10]
[Stage 2:========================================>                 (7 + 3) / 10]
[Stage 2:==============================================>           (8 + 2) / 10]
[Stage 3:>                                                         (0 + 4) / 10]
[Stage 3:===========>                                              (2 + 4) / 10]
[Stage 3:=======================>                                  (4 + 4) / 10]
[Stage 3:========================================>                 (7 + 3) / 10]
[Stage 3:==============================================>           (8 + 2) / 10]
[Stage 4:>                                                         (0 + 4) / 10]
[Stage 4:===========>                                              (2 + 4) / 10]
[Stage 4:=======================>                                  (4 + 4) / 10]
[Stage 4:========================================>                 (7 + 3) / 10]
[Stage 4:==============================================>           (8 + 2) / 10]
[Stage 4:====================================================>     (9 + 1) / 10]
[Stage 5:>                                                         (0 + 4) / 10]
[Stage 5:===========>                                              (2 + 4) / 10]
[Stage 5:=======================>                                  (4 + 4) / 10]
[Stage 5:========================================>                 (7 + 3) / 10]
[Stage 5:==============================================>           (8 + 2) / 10]
[Stage 6:>                                                         (0 + 4) / 10]
[Stage 6:=======================>                                  (4 + 4) / 10]
[Stage 6:========================================>                 (7 + 3) / 10]
[Stage 6:==============================================>           (8 + 2) / 10]
[Stage 7:>                                                         (0 + 4) / 10]
[Stage 7:=======================>                                  (4 + 4) / 10]
[Stage 7:========================================>                 (7 + 3) / 10]
[Stage 7:==============================================>           (8 + 2) / 10]
[Stage 7:====================================================>     (9 + 1) / 10]
[Stage 8:>                                                         (0 + 4) / 10]
[Stage 8:=======================>                                  (4 + 4) / 10]
[Stage 8:=============================>                            (5 + 4) / 10]
[Stage 8:========================================>                 (7 + 3) / 10]
[Stage 8:==============================================>           (8 + 2) / 10]
[Stage 9:>                                                         (0 + 4) / 10]
[Stage 9:=====>                                                    (1 + 4) / 10]
[Stage 9:=======================>                                  (4 + 4) / 10]
[Stage 9:========================================>                 (7 + 3) / 10]
[Stage 9:==============================================>           (8 + 2) / 10]
[Stage 10:>                                                        (0 + 4) / 10]
[Stage 10:===========>                                             (2 + 4) / 10]
[Stage 10:======================>                                  (4 + 4) / 10]
[Stage 10:==================================>                      (6 + 4) / 10]
[Stage 10:=======================================>                 (7 + 3) / 10]
[Stage 10:=============================================>           (8 + 2) / 10]
[Stage 11:>                                                        (0 + 4) / 10]
[Stage 11:======================>                                  (4 + 4) / 10]
[Stage 11:=======================================>                 (7 + 3) / 10]
[Stage 11:=============================================>           (8 + 2) / 10]
[Stage 11:===================================================>     (9 + 1) / 10]
[Stage 12:>                                                        (0 + 4) / 10]
[Stage 12:===========>                                             (2 + 4) / 10]
[Stage 12:======================>                                  (4 + 4) / 10]
[Stage 12:============================>                            (5 + 4) / 10]
[Stage 12:=======================================>                 (7 + 3) / 10]
[Stage 12:=============================================>           (8 + 2) / 10]
[Stage 13:>                                                        (0 + 4) / 10]
[Stage 13:======================>                                  (4 + 4) / 10]
[Stage 13:=======================================>                 (7 + 3) / 10]
[Stage 13:=============================================>           (8 + 2) / 10]
[Stage 14:>                                                        (0 + 4) / 10]
[Stage 14:==================================>                      (6 + 4) / 10]
[Stage 14:=============================================>           (8 + 2) / 10]
                                                                                
